fips,name,State,State Code,Region,Division,msa,type_bea20
350,12063,Jackson County,Florida,FL,South,South Atlantic,,Rural
351,12065,Jefferson County,Florida,FL,South,South Atlantic,"Tallahassee, FL ",Metro
352,12067,Lafayette County,Florida,FL,South,South Atlantic,,Rural
353,12069,Lake County,Florida,FL,South,South Atlantic,"Orlando-Kissimmee-Sanford, FL ",Metro
354,12071,Lee County,Florida,FL,South,South Atlantic,"Cape Coral-Fort Myers, FL ",Metro
355,12073,Leon County,Florida,FL,South,South Atlantic,"Tallahassee, FL ",Metro
356,12075,Levy County,Florida,FL,South,South Atlantic,"Gainesville, FL ",Metro
357,12077,Liberty County,Florida,FL,South,South Atlantic,,Rural
358,12079,Madison County,Florida,FL,South,South Atlantic,,Rural
359,12081,Manatee County,Florida,FL,South,South Atlantic,"North Port-Sarasota-Bradenton, FL ",Metro
360,12083,Marion County,Florida,FL,South,South Atlantic,"Ocala, FL ",Metro
361,12085,Martin County,Florida,FL,South,South Atlantic,"Port St. Lucie, FL ",Metro
362,12086,Miami-Dade County,Florida,FL,South,South Atlantic,"Miami-Fort Lauderdale-Pompano Beach, FL ",Metro
363,12087,Monroe County,Florida,FL,South,South Atlantic,"Key West, FL ",Micro
364,12089,Nassau County,Florida,FL,South,South Atlantic,"Jacksonville, FL ",Metro
365,12091,Okaloosa County,Florida,FL,South,South Atlantic,"Crestview-Fort Walton Beach-Destin, FL ",Metro
366,12093,Okeechobee County,Florida,FL,South,South Atlantic,"Okeechobee, FL ",Micro
367,12095,Orange County,Florida,FL,South,South Atlantic,"Orlando-Kissimmee-Sanford, FL ",Metro
368,12097,Osceola County,Florida,FL,South,South Atlantic,"Orlando-Kissimmee-Sanford, FL ",Metro
369,12099,Palm Beach County,Florida,FL,South,South Atlantic,"Miami-Fort Lauderdale-Pompano Beach, FL ",Metro
370,12101,Pasco County,Florida,FL,South,South Atlantic,"Tampa-St. Petersburg-Clearwater, FL ",Metro
371,12103,Pinellas County,Florida,FL,South,South Atlantic,"Tampa-St. Petersburg-Clearwater, FL ",Metro
372,12105,Polk County,Florida,FL,South,South Atlantic,"Lakeland-Winter Haven, FL ",Metro
373,12107,Putnam County,Florida,FL,South,South Atlantic,"Palatka, FL ",Micro
374,12109,St. Johns County,Florida,FL,South,South Atlantic,"Jacksonville, FL ",Metro
375,12111,St. Lucie County,Florida,FL,South,South Atlantic,"Port St. Lucie, FL ",Metro
376,12113,Santa Rosa County,Florida,FL,South,South Atlantic,"Pensacola-Ferry Pass-Brent, FL ",Metro
377,12115,Sarasota County,Florida,FL,South,South Atlantic,"North Port-Sarasota-Bradenton, FL ",Metro
378,12117,Seminole County,Florida,FL,South,South Atlantic,"Orlando-Kissimmee-Sanford, FL ",Metro
379,12119,Sumter County,Florida,FL,South,South Atlantic,"The Villages, FL ",Metro
380,12121,Suwannee County,Florida,FL,South,South Atlantic,,Rural
381,12123,Taylor County,Florida,FL,South,South Atlantic,,Rural
382,12125,Union County,Florida,FL,South,South Atlantic,,Rural
383,12127,Volusia County,Florida,FL,South,South Atlantic,"Deltona-Daytona Beach-Ormond Beach, FL ",Metro
384,12129,Wakulla County,Florida,FL,South,South Atlantic,"Tallahassee, FL ",Metro
385,12131,Walton County,Florida,FL,South,South Atlantic,"Crestview-Fort Walton Beach-Destin, FL ",Metro
386,12133,Washington County,Florida,FL,South,South Atlantic,,Rural
387,13001,Appling County,Georgia,GA,South,South Atlantic,,Rural
388,13003,Atkinson County,Georgia,GA,South,South Atlantic,"Douglas, GA ",Micro
389,13005,Bacon County,Georgia,GA,South,South Atlantic,,Rural
390,13007,Baker County,Georgia,GA,South,South Atlantic,,Rural
391,13009,Baldwin County,Georgia,GA,South,South Atlantic,"Milledgeville, GA ",Micro
392,13011,Banks County,Georgia,GA,South,South Atlantic,,Rural
393,13013,Barrow County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
394,13015,Bartow County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
395,13017,Ben Hill County,Georgia,GA,South,South Atlantic,"Fitzgerald, GA ",Micro
396,13019,Berrien County,Georgia,GA,South,South Atlantic,,Rural
397,13021,Bibb County,Georgia,GA,South,South Atlantic,"Macon-Bibb County, GA ",Metro
398,13023,Bleckley County,Georgia,GA,South,South Atlantic,,Rural
399,13025,Brantley County,Georgia,GA,South,South Atlantic,"Brunswick, GA ",Metro
400,13027,Brooks County,Georgia,GA,South,South Atlantic,"Valdosta, GA ",Metro
401,13029,Bryan County,Georgia,GA,South,South Atlantic,"Savannah, GA ",Metro
402,13031,Bulloch County,Georgia,GA,South,South Atlantic,"Statesboro, GA ",Micro
403,13033,Burke County,Georgia,GA,South,South Atlantic,"Augusta-Richmond County, GA-SC ",Metro
404,13035,Butts County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
405,13037,Calhoun County,Georgia,GA,South,South Atlantic,,Rural
406,13039,Camden County,Georgia,GA,South,South Atlantic,"St. Marys, GA ",Micro
407,13043,Candler County,Georgia,GA,South,South Atlantic,,Rural
408,13045,Carroll County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
409,13047,Catoosa County,Georgia,GA,South,South Atlantic,"Chattanooga, TN-GA ",Metro
410,13049,Charlton County,Georgia,GA,South,South Atlantic,,Rural
411,13051,Chatham County,Georgia,GA,South,South Atlantic,"Savannah, GA ",Metro
412,13053,Chattahoochee County,Georgia,GA,South,South Atlantic,"Columbus, GA-AL ",Metro
413,13055,Chattooga County,Georgia,GA,South,South Atlantic,"Summerville, GA ",Micro
414,13057,Cherokee County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
415,13059,Clarke County,Georgia,GA,South,South Atlantic,"Athens-Clarke County, GA ",Metro
416,13061,Clay County,Georgia,GA,South,South Atlantic,,Rural
417,13063,Clayton County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
418,13065,Clinch County,Georgia,GA,South,South Atlantic,,Rural
419,13067,Cobb County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
420,13069,Coffee County,Georgia,GA,South,South Atlantic,"Douglas, GA ",Micro
421,13071,Colquitt County,Georgia,GA,South,South Atlantic,"Moultrie, GA ",Micro
422,13073,Columbia County,Georgia,GA,South,South Atlantic,"Augusta-Richmond County, GA-SC ",Metro
423,13075,Cook County,Georgia,GA,South,South Atlantic,,Rural
424,13077,Coweta County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
425,13079,Crawford County,Georgia,GA,South,South Atlantic,"Macon-Bibb County, GA ",Metro
426,13081,Crisp County,Georgia,GA,South,South Atlantic,"Cordele, GA ",Micro
427,13083,Dade County,Georgia,GA,South,South Atlantic,"Chattanooga, TN-GA ",Metro
428,13085,Dawson County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
429,13087,Decatur County,Georgia,GA,South,South Atlantic,"Bainbridge, GA ",Micro
430,13089,DeKalb County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
431,13091,Dodge County,Georgia,GA,South,South Atlantic,,Rural
432,13093,Dooly County,Georgia,GA,South,South Atlantic,,Rural
433,13095,Dougherty County,Georgia,GA,South,South Atlantic,"Albany, GA ",Metro
434,13097,Douglas County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
435,13099,Early County,Georgia,GA,South,South Atlantic,,Rural
436,13101,Echols County,Georgia,GA,South,South Atlantic,"Valdosta, GA ",Metro
437,13103,Effingham County,Georgia,GA,South,South Atlantic,"Savannah, GA ",Metro
438,13105,Elbert County,Georgia,GA,South,South Atlantic,,Rural
439,13107,Emanuel County,Georgia,GA,South,South Atlantic,,Rural
440,13109,Evans County,Georgia,GA,South,South Atlantic,,Rural
441,13111,Fannin County,Georgia,GA,South,South Atlantic,,Rural
442,13113,Fayette County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
443,13115,Floyd County,Georgia,GA,South,South Atlantic,"Rome, GA ",Metro
444,13117,Forsyth County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
445,13119,Franklin County,Georgia,GA,South,South Atlantic,,Rural
446,13121,Fulton County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
447,13123,Gilmer County,Georgia,GA,South,South Atlantic,,Rural
448,13125,Glascock County,Georgia,GA,South,South Atlantic,,Rural
449,13127,Glynn County,Georgia,GA,South,South Atlantic,"Brunswick, GA ",Metro
450,13129,Gordon County,Georgia,GA,South,South Atlantic,"Calhoun, GA ",Micro
451,13131,Grady County,Georgia,GA,South,South Atlantic,,Rural
452,13133,Greene County,Georgia,GA,South,South Atlantic,,Rural
453,13135,Gwinnett County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
454,13137,Habersham County,Georgia,GA,South,South Atlantic,"Cornelia, GA ",Micro
455,13139,Hall County,Georgia,GA,South,South Atlantic,"Gainesville, GA ",Metro
456,13141,Hancock County,Georgia,GA,South,South Atlantic,"Milledgeville, GA ",Micro
457,13143,Haralson County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
458,13145,Harris County,Georgia,GA,South,South Atlantic,"Columbus, GA-AL ",Metro
459,13147,Hart County,Georgia,GA,South,South Atlantic,,Rural
460,13149,Heard County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
461,13151,Henry County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
462,13153,Houston County,Georgia,GA,South,South Atlantic,"Warner Robins, GA ",Metro
463,13155,Irwin County,Georgia,GA,South,South Atlantic,,Rural
464,13157,Jackson County,Georgia,GA,South,South Atlantic,"Jefferson, GA ",Micro
465,13159,Jasper County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
466,13161,Jeff Davis County,Georgia,GA,South,South Atlantic,,Rural
467,13163,Jefferson County,Georgia,GA,South,South Atlantic,,Rural
468,13165,Jenkins County,Georgia,GA,South,South Atlantic,,Rural
469,13167,Johnson County,Georgia,GA,South,South Atlantic,"Dublin, GA ",Micro
470,13169,Jones County,Georgia,GA,South,South Atlantic,"Macon-Bibb County, GA ",Metro
471,13171,Lamar County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
472,13173,Lanier County,Georgia,GA,South,South Atlantic,"Valdosta, GA ",Metro
473,13175,Laurens County,Georgia,GA,South,South Atlantic,"Dublin, GA ",Micro
474,13177,Lee County,Georgia,GA,South,South Atlantic,"Albany, GA ",Metro
475,13179,Liberty County,Georgia,GA,South,South Atlantic,"Hinesville, GA ",Metro
476,13181,Lincoln County,Georgia,GA,South,South Atlantic,"Augusta-Richmond County, GA-SC ",Metro
477,13183,Long County,Georgia,GA,South,South Atlantic,"Hinesville, GA ",Metro
478,13185,Lowndes County,Georgia,GA,South,South Atlantic,"Valdosta, GA ",Metro
479,13187,Lumpkin County,Georgia,GA,South,South Atlantic,,Rural
480,13189,McDuffie County,Georgia,GA,South,South Atlantic,"Augusta-Richmond County, GA-SC ",Metro
481,13191,McIntosh County,Georgia,GA,South,South Atlantic,"Brunswick, GA ",Metro
482,13193,Macon County,Georgia,GA,South,South Atlantic,,Rural
483,13195,Madison County,Georgia,GA,South,South Atlantic,"Athens-Clarke County, GA ",Metro
484,13197,Marion County,Georgia,GA,South,South Atlantic,"Columbus, GA-AL ",Metro
485,13199,Meriwether County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
486,13201,Miller County,Georgia,GA,South,South Atlantic,,Rural
487,13205,Mitchell County,Georgia,GA,South,South Atlantic,,Rural
488,13207,Monroe County,Georgia,GA,South,South Atlantic,"Macon-Bibb County, GA ",Metro
489,13209,Montgomery County,Georgia,GA,South,South Atlantic,"Vidalia, GA ",Micro
490,13211,Morgan County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
491,13213,Murray County,Georgia,GA,South,South Atlantic,"Dalton, GA ",Metro
492,13215,Muscogee County,Georgia,GA,South,South Atlantic,"Columbus, GA-AL ",Metro
493,13217,Newton County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
494,13219,Oconee County,Georgia,GA,South,South Atlantic,"Athens-Clarke County, GA ",Metro
495,13221,Oglethorpe County,Georgia,GA,South,South Atlantic,"Athens-Clarke County, GA ",Metro
496,13223,Paulding County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
497,13225,Peach County,Georgia,GA,South,South Atlantic,"Warner Robins, GA ",Metro
498,13227,Pickens County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
499,13229,Pierce County,Georgia,GA,South,South Atlantic,"Waycross, GA ",Micro
500,13231,Pike County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
501,13233,Polk County,Georgia,GA,South,South Atlantic,"Cedartown, GA ",Micro
502,13235,Pulaski County,Georgia,GA,South,South Atlantic,,Rural
503,13237,Putnam County,Georgia,GA,South,South Atlantic,,Rural
504,13239,Quitman County,Georgia,GA,South,South Atlantic,"Eufaula, AL-GA ",Micro
505,13241,Rabun County,Georgia,GA,South,South Atlantic,,Rural
506,13243,Randolph County,Georgia,GA,South,South Atlantic,,Rural
507,13245,Richmond County,Georgia,GA,South,South Atlantic,"Augusta-Richmond County, GA-SC ",Metro
508,13247,Rockdale County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
509,13249,Schley County,Georgia,GA,South,South Atlantic,"Americus, GA ",Micro
510,13251,Screven County,Georgia,GA,South,South Atlantic,,Rural
511,13253,Seminole County,Georgia,GA,South,South Atlantic,,Rural
512,13255,Spalding County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
513,13257,Stephens County,Georgia,GA,South,South Atlantic,"Toccoa, GA ",Micro
514,13259,Stewart County,Georgia,GA,South,South Atlantic,"Columbus, GA-AL ",Metro
515,13261,Sumter County,Georgia,GA,South,South Atlantic,"Americus, GA ",Micro
516,13263,Talbot County,Georgia,GA,South,South Atlantic,"Columbus, GA-AL ",Metro
517,13265,Taliaferro County,Georgia,GA,South,South Atlantic,,Rural
518,13267,Tattnall County,Georgia,GA,South,South Atlantic,,Rural
519,13269,Taylor County,Georgia,GA,South,South Atlantic,,Rural
520,13271,Telfair County,Georgia,GA,South,South Atlantic,,Rural
521,13273,Terrell County,Georgia,GA,South,South Atlantic,"Albany, GA ",Metro
522,13275,Thomas County,Georgia,GA,South,South Atlantic,"Thomasville, GA ",Micro
523,13277,Tift County,Georgia,GA,South,South Atlantic,"Tifton, GA ",Micro
524,13279,Toombs County,Georgia,GA,South,South Atlantic,"Vidalia, GA ",Micro
525,13281,Towns County,Georgia,GA,South,South Atlantic,,Rural
526,13283,Treutlen County,Georgia,GA,South,South Atlantic,"Dublin, GA ",Micro
527,13285,Troup County,Georgia,GA,South,South Atlantic,"LaGrange, GA-AL ",Micro
528,13287,Turner County,Georgia,GA,South,South Atlantic,,Rural
529,13289,Twiggs County,Georgia,GA,South,South Atlantic,"Macon-Bibb County, GA ",Metro
530,13291,Union County,Georgia,GA,South,South Atlantic,,Rural
531,13293,Upson County,Georgia,GA,South,South Atlantic,"Thomaston, GA ",Micro
532,13295,Walker County,Georgia,GA,South,South Atlantic,"Chattanooga, TN-GA ",Metro
533,13297,Walton County,Georgia,GA,South,South Atlantic,"Atlanta-Sandy Springs-Alpharetta, GA ",Metro
534,13299,Ware County,Georgia,GA,South,South Atlantic,"Waycross, GA ",Micro
535,13301,Warren County,Georgia,GA,South,South Atlantic,,Rural
536,13303,Washington County,Georgia,GA,South,South Atlantic,,Rural
537,13305,Wayne County,Georgia,GA,South,South Atlantic,"Jesup, GA ",Micro
538,13307,Webster County,Georgia,GA,South,South Atlantic,,Rural
539,13309,Wheeler County,Georgia,GA,South,South Atlantic,,Rural
540,13311,White County,Georgia,GA,South,South Atlantic,,Rural
541,13313,Whitfield County,Georgia,GA,South,South Atlantic,"Dalton, GA ",Metro
542,13315,Wilcox County,Georgia,GA,South,South Atlantic,,Rural
543,13317,Wilkes County,Georgia,GA,South,South Atlantic,,Rural
544,13319,Wilkinson County,Georgia,GA,South,South Atlantic,,Rural
545,13321,Worth County,Georgia,GA,South,South Atlantic,"Albany, GA ",Metro
546,15001,Hawaii County,Hawaii,HI,West,Pacific,"Hilo, HI ",Micro
547,15003,Honolulu County,Hawaii,HI,West,Pacific,"Urban Honolulu, HI ",Metro
548,15005,Kalawao County,Hawaii,HI,West,Pacific,,Rural
549,15007,Kauai County,Hawaii,HI,West,Pacific,"Kapaa, HI ",Micro
550,15009,Maui County,Hawaii,HI,West,Pacific,,Rural
551,16001,Ada County,Idaho,ID,West,Mountain,"Boise City, ID ",Metro
552,16003,Adams County,Idaho,ID,West,Mountain,,Rural
553,16005,Bannock County,Idaho,ID,West,Mountain,"Pocatello, ID ",Metro
554,16007,Bear Lake County,Idaho,ID,West,Mountain,,Rural
555,16009,Benewah County,Idaho,ID,West,Mountain,,Rural
556,16011,Bingham County,Idaho,ID,West,Mountain,"Blackfoot, ID ",Micro
557,16013,Blaine County,Idaho,ID,West,Mountain,"Hailey, ID ",Micro
558,16015,Boise County,Idaho,ID,West,Mountain,"Boise City, ID ",Metro
559,16017,Bonner County,Idaho,ID,West,Mountain,"Sandpoint, ID ",Micro
560,16019,Bonneville County,Idaho,ID,West,Mountain,"Idaho Falls, ID ",Metro
561,16021,Boundary County,Idaho,ID,West,Mountain,,Rural
562,16023,Butte County,Idaho,ID,West,Mountain,"Idaho Falls, ID ",Metro
563,16025,Camas County,Idaho,ID,West,Mountain,"Hailey, ID ",Micro
564,16027,Canyon County,Idaho,ID,West,Mountain,"Boise City, ID ",Metro
565,16029,Caribou County,Idaho,ID,West,Mountain,,Rural
566,16031,Cassia County,Idaho,ID,West,Mountain,"Burley, ID ",Micro
567,16033,Clark County,Idaho,ID,West,Mountain,,Rural
568,16035,Clearwater County,Idaho,ID,West,Mountain,,Rural
569,16037,Custer County,Idaho,ID,West,Mountain,,Rural
570,16039,Elmore County,Idaho,ID,West,Mountain,"Mountain Home, ID ",Micro
571,16041,Franklin County,Idaho,ID,West,Mountain,"Logan, UT-ID ",Metro
572,16043,Fremont County,Idaho,ID,West,Mountain,"Rexburg, ID ",Micro
573,16045,Gem County,Idaho,ID,West,Mountain,"Boise City, ID ",Metro
574,16047,Gooding County,Idaho,ID,West,Mountain,,Rural
575,16049,Idaho County,Idaho,ID,West,Mountain,,Rural
576,16051,Jefferson County,Idaho,ID,West,Mountain,"Idaho Falls, ID ",Metro
577,16053,Jerome County,Idaho,ID,West,Mountain,"Twin Falls, ID ",Metro
578,16055,Kootenai County,Idaho,ID,West,Mountain,"Coeur d'Alene, ID ",Metro
579,16057,Latah County,Idaho,ID,West,Mountain,"Moscow, ID ",Micro
580,16059,Lemhi County,Idaho,ID,West,Mountain,,Rural
581,16061,Lewis County,Idaho,ID,West,Mountain,,Rural
